,Name,Text,Date,Likes
20,Anandh. A,"<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> the inspirational king for me 1st Maratha empire birth anniversary <a href=""https://t.co/6Iy1toqDbW"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/6Iy1toqDbW</a>",13h,
21,Mobilla,"Chhatrapati Shivaji Maharaj, the epitome of courage &amp; bravery, is the pride of India. <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a9.png"" draggable=""false"" alt=""🚩"" title=""Triangular flag on post"" aria-label=""Emoji: Triangular flag on post"">

<a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a> <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/ShivajiJayanti2019?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti2019</b></a> <a href=""/hashtag/Mobilla?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Mobilla</b></a><a href=""https://t.co/lcyc63lyzp"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/lcyc63lyzp</a>",17h,
22,SWAAS Natural Products,"Remembering the greatest Indian warrior and administrator <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> on his birth anniversary. <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands"">
<a href=""/hashtag/ShivJayanti2019?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivJayanti2019</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/ShivJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivJayanti</b></a> <a href=""/hashtag/shivaji_maharaj_jayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>shivaji_maharaj_jayanti</b></a> <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a><a href=""https://t.co/hW0c2P5Y0I"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/hW0c2P5Y0I</a>",19h,
23,"☇Amrit अमृत <span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1ee-1f1f3.png')"" title=""Flag of India"" aria-label=""Emoji: Flag of India"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇮🇳</span>","If today I'm not 'Shabana' but 'Varsha' is bcz of my great ancestors like Maharana, Porus, Mauryas, Rani Padmini, Lakshmibai &amp; many more &amp; off course great <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> 
<a href=""/hashtag/%E0%A4%9B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AA%E0%A4%A4%E0%A4%BF_%E0%A4%B6%E0%A4%BF%E0%A4%B5%E0%A4%BE%E0%A4%9C%E0%A5%80_%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%9C?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>छत्रपति_शिवाजी_महाराज</b></a> जी
We will try our best to carry the legacy bestowed upon us <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands""><a href=""https://t.co/D1JVT0GCNl"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/D1JVT0GCNl</a>",20h,
24,Kamlesh Mali,"The reason behind the whole Hindustan is on the world map....The man who gave courage to fight to any condition....The great warrior .... <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a9.png"" draggable=""false"" alt=""🚩"" title=""Triangular flag on post"" aria-label=""Emoji: Triangular flag on post"">Chhatrapati shivaji maharaj<img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a9.png"" draggable=""false"" alt=""🚩"" title=""Triangular flag on post"" aria-label=""Emoji: Triangular flag on post""> <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a> <a href=""/hashtag/shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>shivjayanti</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a9.png"" draggable=""false"" alt=""🚩"" title=""Triangular flag on post"" aria-label=""Emoji: Triangular flag on post""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a9.png"" draggable=""false"" alt=""🚩"" title=""Triangular flag on post"" aria-label=""Emoji: Triangular flag on post""> <a href=""https://t.co/s9t4Fu9tSC"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/s9t4Fu9tSC</a>",20h,
25,Akash,"Remembering Greatest warrior who fought for protecting Country &amp; the culture until last Breath...! Kept
the people of all Castes &amp; Muslims in his Army when Cast and Religion discrimination was at peak...!
Hindu Hruday Samrat 
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" draggable=""false"" alt=""😍"" title=""Smiling face with heart-shaped eyes"" aria-label=""Emoji: Smiling face with heart-shaped eyes"">
<a href=""/hashtag/HappyShivJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>HappyShivJayanti</b></a><a href=""https://t.co/fhDzcCE0Pg"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/fhDzcCE0Pg</a>",21h,
26,Radhe,"I trust the existence of God because I see <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> in God

<a href=""/hashtag/ShivJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivJayanti</b></a><a href=""https://t.co/XrRnXMkcEk"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/XrRnXMkcEk</a>",22h,
27,Sahana,"Just by hearing the name we feel proud.I bow to there reverent patriotism.<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/JaiShivaji?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>JaiShivaji</b></a> .<a href=""https://t.co/QAaxsT9Ih4"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/QAaxsT9Ih4</a>",22h,
28,Ravindra Rajpurohit,"Chhatrapati Shivaji Maharaj - The Greatest Warrior in History.

<a href=""/hashtag/ShivaJi?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivaJi</b></a> <a href=""/hashtag/ChhatrapatiShivaji?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ChhatrapatiShivaji</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>  <a href=""/hashtag/Shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Shivjayanti</b></a> <a href=""/hashtag/Chatrapati?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Chatrapati</b></a>  <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/iXXlEAvTKX"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/iXXlEAvTKX</a>",23h,
29,"Shweta<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/26aa.png')"" title=""Medium white circle"" aria-label=""Emoji: Medium white circle"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">⚪</span><span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/26aa.png')"" title=""Medium white circle"" aria-label=""Emoji: Medium white circle"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">⚪</span>","<a href=""/hashtag/shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>shivjayanti</b></a> <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f33a.png"" draggable=""false"" alt=""🌺"" title=""Hibiscus"" aria-label=""Emoji: Hibiscus""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f33a.png"" draggable=""false"" alt=""🌺"" title=""Hibiscus"" aria-label=""Emoji: Hibiscus"">
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> ki jay<img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands"">

Father of Indian navy<img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/270c.png"" draggable=""false"" alt=""✌"" title=""Victory hand"" aria-label=""Emoji: Victory hand""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/270c.png"" draggable=""false"" alt=""✌"" title=""Victory hand"" aria-label=""Emoji: Victory hand"">

Great warrior <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/270c.png"" draggable=""false"" alt=""✌"" title=""Victory hand"" aria-label=""Emoji: Victory hand""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/270c.png"" draggable=""false"" alt=""✌"" title=""Victory hand"" aria-label=""Emoji: Victory hand"">

King of Hindavi Swarajya<img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/270c.png"" draggable=""false"" alt=""✌"" title=""Victory hand"" aria-label=""Emoji: Victory hand""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/270c.png"" draggable=""false"" alt=""✌"" title=""Victory hand"" aria-label=""Emoji: Victory hand"">

one name is enough <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a><a href=""https://t.co/j3NGLWi3Dc"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/j3NGLWi3Dc</a>",23h,1
30,All India Mahila Congress,"The nation remembers his great warrior <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> on his jayanti. An epitome of courage, he was a classic example of standind up for nation at all odds &amp; bringing unity and sovereignty in diversified Indian society. <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a><a href=""https://t.co/tOfn8QFDfG"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/tOfn8QFDfG</a>",Feb 18,2
31,यशदीपसिंह जाडेजा,"My tribute to the Great Indian patriot and inspiring King <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> on his birth Anniversary.
Jai Bhawani <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f-1f3fb.png"" draggable=""false"" alt=""🙏🏻"" title=""Person with folded hands (light skin tone)"" aria-label=""Emoji: Person with folded hands (light skin tone)""><a href=""https://t.co/piNfHTODiE"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/piNfHTODiE</a>",Feb 18,
32,Vivek Kumar Srivastava,"One who evoked the true meaning of freedom. He is d source of energy for individuals who r brimming with nationalism &amp;pride, worked diligently all his life to achieve Hindavi Swaraj, today is 389th birth anniversary of this Great Warrior <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a> <a href=""https://t.co/3dxTuOID2V"" class=""twitter-timeline-link"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/3dxTuOID2V</a>",Feb 18,
33,"<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/270c.png')"" title=""Victory hand"" aria-label=""Emoji: Victory hand"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">✌</span>Thalapathy <span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f60e.png')"" title=""Smiling face with sunglasses"" aria-label=""Emoji: Smiling face with sunglasses"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">😎</span> Ranijth VFC<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f525.png')"" title=""Fire"" aria-label=""Emoji: Fire"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🔥</span>","Jai bhavani <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands"">
Jai Shivaji <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a9.png"" draggable=""false"" alt=""🚩"" title=""Triangular flag on post"" aria-label=""Emoji: Triangular flag on post"">
Today is 389th Birth<img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f382.png"" draggable=""false"" alt=""🎂"" title=""Birthday cake"" aria-label=""Emoji: Birthday cake""> Anniversary of Great Brave Warrior King <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>shivjayanti</b></a> <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a><a href=""https://t.co/SPDcKk51Ma"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/SPDcKk51Ma</a>",Feb 18,2
34,Adarsh Hegde,"Jai Shivaraya......<img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60a.png"" draggable=""false"" alt=""😊"" title=""Smiling face with smiling eyes"" aria-label=""Emoji: Smiling face with smiling eyes""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands"">
Blessed to have his darshan on his Jayanthi as soon as i stepped in kolaphur this morning...<img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" draggable=""false"" alt=""😍"" title=""Smiling face with heart-shaped eyes"" aria-label=""Emoji: Smiling face with heart-shaped eyes""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands"">
<a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a> 
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> 
<a href=""/Dev_Fadnavis"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""137780376""><s>@</s><b>Dev_Fadnavis</b></a> <a href=""/nitin_gadkari"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""97217966""><s>@</s><b>nitin_gadkari</b></a><a href=""https://t.co/thQOep9c1T"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/thQOep9c1T</a>",Feb 18,1
35,"Kailash Wagh <span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1ee-1f1f3.png')"" title=""Flag of India"" aria-label=""Emoji: Flag of India"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇮🇳</span>","Yes Sir, Today is 389th Birth Anniversary of Great Brave Warrior King <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>shivjayanti</b></a> <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> ! Father of Gurella warfare(GanimiKava), Father of Indian Navy and greatest brave fighter warrior King of Hindavi Swarajya ! <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a><a href=""https://t.co/A9iK9i7Ztt"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/A9iK9i7Ztt</a>",Feb 18,18
